,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域
6,亚泰梧桐公馆,118万,3室2厅2卫,97.6平米,12090元/平米,南北,高层,精装修,二道
7,保利溪湖林语,115万,2室2厅1卫,105平米,10952元/平米,南北,中层,精装修,南关
8,恒大名都,128万,3室2厅2卫,148.68平米,8609元/平米,东,中层,暂无,高新
9,万龙丽水湾,119万,2室2厅1卫,88.34平米,13471元/平米,南北,高层,精装修,高新
10,保利百合香湾,140万,3室2厅2卫,128.87平米,10864元/平米,南北,中层,精装修,二道
11,英伦小镇,37万,2室1厅1卫,55.7平米,6643元/平米,南北,高层,精装修,宽城
12,锦绣东方,84.8万,2室2厅1卫,92.45平米,9173元/平米,南北,中层,精装修,经开
13,国信中央新城,156万,3室2厅2卫,135平米,11556元/平米,南北,低层,精装修,南关
14,富奥花园D区,120万,2室2厅1卫,115平米,10435元/平米,南北,高层,精装修,净月
15,国信中央新城,155万,3室2厅2卫,135平米,11481元/平米,南北,中层,豪华装修,南关
16,亚泰梧桐公馆,90万,2室1厅1卫,81平米,11111元/平米,东南,高层,精装修,二道
17,富锋清华园,30万,2室2厅1卫,63平米,4762元/平米,南北,中层,毛坯,朝阳
18,鸿城国际,125万,2室2厅2卫,127平米,9843元/平米,南北,中层,精装修,南关
19,吉大南校剑桥园,76万,2室2厅1卫,100平米,7600元/平米,南北,高层,简装修,高新
20,米澜国际,74.8万,2室2厅1卫,88平米,8500元/平米,南北,高层,毛坯,宽城
21,东安开运福里,58万,2室1厅1卫,52平米,11154元/平米,暂无,高层,简装修,朝阳
22,天一地矿花园,104万,2室2厅1卫,90平米,11556元/平米,南北,低层,精装修,朝阳
23,新奥蓝城,89万,2室1厅1卫,67平米,13284元/平米,东,高层,暂无,绿园
24,永春B区,46.8万,2室1厅1卫,62.65平米,7470元/平米,南,低层,中装修,南关
25,包豪斯国际社区,98万,2室2厅1卫,94.14平米,10410元/平米,南北,低层,精装修,宽城
26,新星宇和邑,76万,2室1厅1卫,69平米,11014元/平米,南北,低层,精装修,经开
27,万龙第五城,78.8万,3室2厅1卫,88平米,8955元/平米,南北,高层,精装修,宽城
28,吉达花园,99万,2室2厅1卫,116平米,8534元/平米,南北,高层,毛坯,绿园
29,解民小区,52.8万,2室1厅1卫,60平米,8800元/平米,南北,高层,中装修,南关
30,金色8里城,74万,2室2厅1卫,86.1平米,8595元/平米,南北,中层,精装修,二道
31,四五小区,47.5万,2室1厅1卫,64平米,7422元/平米,南北,高层,简装修,南关
32,嘉柏湾,60万,2室2厅1卫,65.47平米,9165元/平米,南北,中层,精装修,经开
33,国盛东润枫景,29万,1室1厅1卫,42平米,6905元/平米,东,高层,精装修,经开
34,金色橄榄城,123万,4室2厅2卫,200平米,6150元/平米,南北,高层,精装修,二道
35,华源公园1号,72万,2室1厅1卫,80平米,9000元/平米,南北,中层,毛坯,宽城
36,益和国际城,57万,2室1厅1卫,66.7平米,8546元/平米,南北,中层,简装修,宽城
37,恒大绿洲,310万,4室2厅4卫,319平米,9718元/平米,南,中层,精装修,高新
38,平治小区,37.8万,1室1厅1卫,46平米,8217元/平米,南北,中层,精装修,南关
39,高格蓝湾,76万,2室1厅1卫,75平米,10133元/平米,南北,高层,精装修,二道
40,南湖新村,210万,2室1厅1卫,69平米,30435元/平米,南北,高层,精装修,朝阳
41,吴中印象,125万,3室2厅2卫,111平米,11261元/平米,南北,中层,精装修,宽城
42,华大天朗国际社区,43万,2室1厅1卫,55平米,7818元/平米,南北,中层,精装修,宽城
43,南湖新村,136万,2室1厅1卫,50平米,27200元/平米,南北,低层,中装修,朝阳
44,国信中央新城,165万,3室2厅2卫,139.45平米,11832元/平米,南北,中层,精装修,南关
45,锦江花园二区,40万,2室1厅1卫,50平米,8000元/平米,南北,低层,精装修,绿园
46,恒盛豪庭,133万,3室2厅2卫,145平米,9172元/平米,南北,低层,毛坯,高新
47,伟业星城,52万,1室1厅1卫,49.1平米,10591元/平米,南,中层,精装修,朝阳
48,玖诚领域,109万,3室2厅2卫,123.9平米,8797元/平米,南北,中层,精装修,经开
49,岭东路教师公寓,61万,2室2厅1卫,85平米,7176元/平米,南北,高层,豪华装修,二道
50,东安开运福里,102万,3室1厅1卫,96平米,10625元/平米,南,中层,简装修,朝阳
51,中铁城,65万,2室1厅1卫,81平米,8025元/平米,南北,中层,毛坯,汽开
52,虹馆,180万,3室2厅1卫,108平米,16667元/平米,南北,高层,精装修,南关
53,雨润星雨华府,43万,2室2厅1卫,86平米,5000元/平米,南北,中层,精装修,宽城
54,阳光水郡,40万,2室2厅1卫,86平米,4651元/平米,南北,中层,毛坯,二道
55,金阳万田,75万,2室1厅1卫,90平米,8333元/平米,南北,低层,精装修,宽城
56,西安花园,87万,2室2厅1卫,109.85平米,7920元/平米,南北,中层,豪华装修,绿园
57,筑业阳光经典,56万,1室1厅1卫,63平米,8889元/平米,南,中层,精装修,高新
58,上东街区,83万,2室2厅1卫,92平米,9022元/平米,南北,中层,精装修,二道
59,茗月花园,63万,2室2厅1卫,71.17平米,8852元/平米,南北,高层,精装修,净月
0,科技花园,130万,2室1厅1卫,46平米,28261元/平米,南北,低层,简装修,朝阳
1,中信城,132万,3室2厅2卫,132.99平米,9926元/平米,南北,中层,毛坯,净月
2,兆丰凯旋明珠,52.5万,2室1厅1卫,71.93平米,7299元/平米,南北,高层,精装修,宽城
3,邮电小区,93万,2室2厅1卫,89平米,10449元/平米,南北,高层,精装修,朝阳
4,华瀚四季花园,115万,3室2厅1卫,125.7平米,9149元/平米,南北,高层,简装修,绿园
5,解民小区,52.8万,2室1厅1卫,60平米,8800元/平米,南北,高层,中装修,南关
6,御景名都,73万,2室2厅1卫,82.04平米,8898元/平米,南北,高层,精装修,二道
7,海口花园,82.8万,2室2厅1卫,92.17平米,8983元/平米,南北,低层,简装修,经开
8,民生家园,69.8万,3室2厅1卫,97.18平米,7183元/平米,南北,高层,精装修,绿园
9,亚泰梧桐公馆,83万,2室2厅1卫,76.48平米,10853元/平米,南,高层,豪华装修,二道
10,长通家园,51万,2室1厅1卫,58平米,8793元/平米,南北,中层,精装修,南关
11,天富家园,155万,3室2厅2卫,150平米,10333元/平米,南北,中层,简装修,二道
12,丰和西郡,80万,2室1厅1卫,66平米,12121元/平米,南,高层,精装修,绿园
13,万科柏翠园,850万,5室3厅5卫,363.38平米,23391元/平米,南北,低层,豪华装修,朝阳
14,三佳新村,72万,2室2厅1卫,90平米,8000元/平米,南北,中层,中装修,高新
15,华润橡树湾,185万,3室2厅2卫,135.91平米,13612元/平米,南北,中层,精装修,南关
16,御翠湾,252万,4室2厅2卫,180平米,14000元/平米,南北,中层,豪华装修,高新
17,吴中北国之春,77万,2室2厅1卫,81.2平米,9483元/平米,东,低层,暂无,经开
18,太阳世家,125万,2室2厅1卫,90平米,13889元/平米,南北,高层,精装修,南关
19,万达文华公馆,182万,3室2厅2卫,130平米,14000元/平米,南北,低层,毛坯,朝阳
20,远洋戛纳小镇,246万,2室2厅2卫,136.75平米,17989元/平米,南北,高层,精装修,净月
21,万胜花园,108万,2室2厅2卫,103平米,10485元/平米,东,高层,暂无,二道
22,亿隆富贵名苑,96万,2室2厅1卫,90平米,10667元/平米,南北,中层,精装修,朝阳
23,华大城,75万,2室2厅1卫,89.4平米,8389元/平米,南北,低层,毛坯,宽城
24,圣世金鼎城,99万,2室2厅1卫,92平米,10761元/平米,南北,中层,豪华装修,南关
25,伟业星城,90万,3室2厅2卫,97.01平米,9277元/平米,南北,高层,毛坯,朝阳
26,亚泰杏花苑,146万,4室3厅2卫,166平米,8795元/平米,南北,高层,精装修,二道
27,丰和西郡,109万,2室1厅1卫,77平米,14156元/平米,东,中层,暂无,绿园
28,上东城市之光,67万,2室2厅1卫,78.93平米,8489元/平米,南北,中层,精装修,二道
29,新星宇和润,130万,3室2厅2卫,125.87平米,10328元/平米,南北,高层,精装修,南关
30,南湖新村,210万,2室2厅1卫,80平米,26250元/平米,南北,中层,精装修,朝阳
31,万科蓝山,102万,2室2厅1卫,87平米,11724元/平米,南北,高层,精装修,二道
32,蓝天花园,70万,2室2厅1卫,90平米,7778元/平米,南北,高层,简装修,绿园
33,保利罗兰香谷,110万,2室1厅1卫,93平米,11828元/平米,南北,中层,精装修,高新
34,伟业星城,70万,2室2厅1卫,71.9平米,9736元/平米,南北,高层,精装修,朝阳
35,御翠园别墅,276万,4室3厅4卫,290平米,9517元/平米,南,低层,毛坯,净月
36,耶鲁印象,85万,2室2厅1卫,92.51平米,9188元/平米,南北,高层,豪华装修,经开
37,丰和日丽,110万,2室1厅1卫,78平米,14103元/平米,南北,高层,精装修,绿园
38,翡翠花溪,112万,2室2厅1卫,87平米,12874元/平米,南北,低层,精装修,高新
39,丰和西郡,109万,2室1厅1卫,77平米,14156元/平米,南北,中层,精装修,绿园
40,吉盛小区,60万,2室1厅1卫,69平米,8696元/平米,东,中层,暂无,二道
41,阳光华尔兹,40.8万,1室1厅1卫,45平米,9067元/平米,南,高层,精装修,二道
42,玖诚领域,109万,3室2厅2卫,123.9平米,8797元/平米,南北,中层,精装修,经开
43,电校小区,117万,3室2厅1卫,90平米,13000元/平米,东,中层,暂无,绿园
44,恒大名都,92万,2室2厅1卫,100.15平米,9186元/平米,南北,低层,精装修,高新
45,武夷嘉园,69.8万,2室1厅1卫,94.14平米,7414元/平米,南北,中层,精装修,二道
46,望月山庄,105.5万,2室2厅1卫,120.6平米,8748元/平米,南北,低层,精装修,净月
47,亚泰杏花苑,91.5万,2室2厅1卫,101.9平米,8979元/平米,南北,低层,精装修,二道
48,金桥花园,59.8万,2室1厅1卫,53平米,11283元/平米,南北,中层,精装修,南关
49,成涛绿锦国际,60万,2室2厅1卫,69.77平米,8600元/平米,南北,高层,精装修,绿园
50,一汽27街区,25.5万,1室1厅1卫,38平米,6711元/平米,南,低层,简装修,汽开
51,阳光帝景,61万,2室2厅1卫,70平米,8714元/平米,南北,中层,精装修,经开
52,净月环球贸易中心,101万,2室2厅1卫,93平米,10860元/平米,南北,低层,毛坯,净月
53,二三小区,86.6万,2室2厅1卫,96平米,9021元/平米,南北,中层,精装修,南关
54,福临家园,97万,2室2厅1卫,110平米,8818元/平米,南北,中层,简装修,经开
55,亚泰花园杏花苑,76.8万,2室2厅1卫,80平米,9600元/平米,南北,低层,精装修,二道
56,亚泰樱花苑,49万,2室1厅1卫,51.78平米,9463元/平米,南北,高层,精装修,二道
57,吴中北国之春,59万,2室1厅1卫,66.27平米,8903元/平米,南北,中层,精装修,经开
58,大通花园,110万,2室2厅1卫,80平米,13750元/平米,南北,低层,简装修,朝阳
59,科技花园,202万,2室2厅1卫,89.89平米,22472元/平米,南北,中层,简装修,朝阳
0,五环高尔夫家园,89.8万,2室2厅1卫,120平米,7483元/平米,南北,高层,精装修,绿园
1,力旺康城二期,106万,2室2厅1卫,89平米,11910元/平米,南北,低层,精装修,二道
2,东皇银河家园,58万,2室1厅1卫,66平米,8788元/平米,南,中层,豪华装修,经开
3,吉林大学南岭校区新村,57万,3室1厅1卫,57.8平米,9862元/平米,南北,低层,简装修,南关
4,金达莱家园,55万,2室2厅1卫,76平米,7237元/平米,南北,中层,简装修,绿园
5,众诚一品东南,72万,2室2厅1卫,86平米,8372元/平米,南北,中层,精装修,经开
6,中海国际社区,155万,2室3厅2卫,89平米,17416元/平米,南,高层,豪华装修,净月
7,标点,64万,2室1厅1卫,83.21平米,7691元/平米,南北,高层,精装修,绿园
8,亚泰樱花苑,112万,2室2厅1卫,96平米,11667元/平米,南北,高层,精装修,二道
9,五环高尔夫家园,90万,2室2厅1卫,103.04平米,8734元/平米,东西,低层,简装修,绿园
10,证大光明城,78.8万,2室2厅2卫,85平米,9271元/平米,南,高层,精装修,宽城
11,金桥花园,60万,2室1厅1卫,65平米,9231元/平米,南北,中层,豪华装修,南关
12,南湖新村,115万,2室1厅1卫,46平米,25000元/平米,南,中层,精装修,朝阳
13,隆礼小区,79万,2室1厅1卫,50.44平米,15662元/平米,南北,低层,精装修,朝阳
14,车城名仕花园,77万,2室2厅1卫,85平米,9059元/平米,南北,低层,简装修,朝阳
15,吉达花园,88万,2室2厅1卫,100.32平米,8772元/平米,南北,高层,精装修,绿园
16,丰和日丽,174万,4室2厅2卫,134平米,12985元/平米,南北,高层,精装修,绿园
17,亚泰樱花苑,140万,3室2厅2卫,106平米,13208元/平米,南,高层,豪华装修,二道
18,蓝调倾城,170万,3室3厅2卫,175平米,9714元/平米,南北,中层,豪华装修,绿园
19,保利蔷薇,120万,3室2厅2卫,127.81平米,9389元/平米,东,高层,暂无,净月
20,华大城,48万,2室1厅1卫,65平米,7385元/平米,南北,中层,毛坯,宽城
21,证大光明城,108万,3室2厅1卫,150平米,7200元/平米,南北,高层,豪华装修,宽城
22,天茂湖三期温莎园,245万,3室2厅2卫,210平米,11667元/平米,南北,高层,精装修,高新
23,彩虹风景,83万,2室2厅1卫,88平米,9432元/平米,南北,中层,精装修,经开
24,亚泰杏花苑,44.6万,2室1厅1卫,58平米,7690元/平米,南,低层,简装修,二道
25,嘉柏湾,32万,1室1厅1卫,38.4平米,8333元/平米,东,高层,精装修,经开
26,天茂湖,900万,5室4厅4卫,314平米,28662元/平米,北,低层,毛坯,高新
27,新星宇之新观邸,86.8万,2室2厅1卫,91.6平米,9476元/平米,西南,低层,精装修,高新
28,澳海澜苑,99万,2室2厅1卫,89.99平米,11001元/平米,南北,高层,精装修,高新
29,首地首城,185万,3室2厅2卫,143平米,12937元/平米,南北,高层,精装修,经开
30,中岳小区,68万,2室1厅1卫,68.3平米,9956元/平米,南北,高层,精装修,宽城
31,国信中央新城,132万,3室2厅2卫,127.87平米,10323元/平米,南北,中层,毛坯,南关
32,清华小区,121万,3室1厅1卫,108.68平米,11134元/平米,南北,高层,豪华装修,朝阳
33,恒大城,103万,3室2厅1卫,148平米,6959元/平米,南北,低层,精装修,宽城
34,美景天城,70万,2室1厅1卫,83平米,8434元/平米,南北,中层,精装修,宽城
35,桂林路48号商住楼,115万,3室1厅1卫,80平米,14375元/平米,南北,中层,精装修,朝阳
36,天嘉水晶城,138万,暂无,96.46平米,14306元/平米,南北,中层,简装修,绿园
37,融创上城别墅,350万,5室4厅5卫,285平米,12281元/平米,南,低层,毛坯,高新
38,益田枫露,93万,2室2厅1卫,74.7平米,12450元/平米,南北,中层,精装修,高新
39,万科柏翠园,240万,4室2厅2卫,140平米,17143元/平米,南北,中层,精装修,朝阳
40,君地天城,118万,3室2厅1卫,125平米,9440元/平米,南北,中层,精装修,汽开
41,东安加州枫景,122万,2室2厅1卫,94.08平米,12968元/平米,东,高层,暂无,净月
42,中海净月华庭,103万,2室2厅1卫,86.14平米,11957元/平米,南北,低层,精装修,净月
43,万科上东区,127万,2室2厅1卫,98平米,12959元/平米,南北,中层,精装修,二道
44,中铁城,96万,3室2厅1卫,101平米,9505元/平米,南北,高层,毛坯,汽开
45,万科蓝山,75万,2室2厅1卫,90平米,8333元/平米,南北,中层,精装修,二道
46,保利拉菲公馆,205万,暂无,138.48平米,14804元/平米,南北,高层,中装修,绿园
47,怡景名苑,84.8万,2室2厅1卫,70.53平米,12023元/平米,南北,中层,精装修,经开
48,绿色家园,108万,3室2厅2卫,137.85平米,7835元/平米,东,中层,暂无,净月
49,亚泰桃花苑,148万,3室2厅2卫,147.81平米,10013元/平米,南北,高层,豪华装修,二道
50,中海国际社区,105万,2室2厅1卫,88.07平米,11922元/平米,南,低层,简装修,净月
51,万盛中央一品,162万,3室2厅2卫,137平米,11825元/平米,南北,低层,中装修,二道
52,御景名都,72万,2室2厅1卫,75.11平米,9586元/平米,南北,高层,精装修,二道
53,中天北湾新城,102万,2室2厅1卫,88.74平米,11494元/平米,南北,低层,精装修,高新
54,太阳世家,271万,3室2厅2卫,168平米,16131元/平米,南北,中层,豪华装修,南关
55,亚泰花园桃花苑,54万,2室1厅1卫,69.8平米,7736元/平米,东南,低层,精装修,二道
56,嘉柏湾,65万,2室2厅1卫,78.5平米,8280元/平米,南,高层,精装修,经开
57,凯旋公馆,145万,3室2厅1卫,110.7平米,13098元/平米,南北,低层,豪华装修,净月
58,枫树园,110万,2室2厅1卫,95平米,11579元/平米,南北,高层,精装修,高新
59,西四小区,49.5万,2室2厅1卫,89.06平米,5558元/平米,南北,高层,中装修,南关
0,力旺美林,130万,3室2厅1卫,99.59平米,13054元/平米,南北,低层,精装修,南关
1,机车小区,52万,2室1厅1卫,52.4平米,9924元/平米,南北,低层,精装修,宽城
2,东安加州枫景,115万,3室2厅1卫,108平米,10648元/平米,南北,高层,精装修,净月
3,万豪城,62万,2室1厅1卫,67.53平米,9181元/平米,南北,低层,精装修,经开
